stage,index,year,version,page,Article_Name,length_of_article,paragraph,2500Bott,Bottid,singlebott,bott_list,scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,transactional,technical,demand,2500partner,singlepartner,content_production,data_center/storage,Internet_infra,content_distribution,"browsers,_apps_&_smart_devices",advertising,end_users,external_partners,substitutional_partners,Unnamed:_34,Unnamed:_0,Unnamed:_35
0.0,280,2014,May-2014,38,"The State of MPEG-DASH Deployment
NICOLAS WEIL",69,"DASH and OTT Services In the larger video ecosystem, the major OTT video distributors are indeed the most active DASH implementers. Netflix started using DASH while it was not yet a finalized standard, and it has become the reference format for all new devices deployments and that almost all existing applications have been updated to support it. As Netflix wants to maximize the use of HTML5 players, DASH is in a perfect position—it can easily be handled by Java Scriptbased heuristics and the Media Source Extension (MSE) mechanism that is currently expanding to all browsers. Netflix actually uses only a subset of the DASH standard: the ISO Base Media File format that is used for the video fragments packaging. ",1,8,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,320,2014,May-2014,41,"The State of MPEG-DASH Deployment
NICOLAS WEIL",69,"“We think that DASH is a natural evolution point for customers who are on HTTP Dynamic Streaming (HDS) today, but we have no plans to end of life anything, neither RTMP nor HDS,” she says. “But certainly we see DASH as a great promise of support across many different platforms.” ",1,12,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,460,2014,May-2014,59,Vidizmo EnterpriseTube JAN OZER,46,"If you’re using EnterpriseTube within a company with an existing login and security infrastructure, you can work with Vidizmo to integrate your existing users into the system and then assign rights and channels within which they can view content. Otherwise, you invite participants to join the party by sending emails within the system with a typical login and password selection workflow. ",1,14,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,680,2014,May-2014,82,The Evolution of Enterprise Video Platforms:How Cloud Technologies will Change the Way Businesses Use Video VBRICK,48,"Today video creation solutions  accelerates innovation, decreases  Let’s take a look at one part of this are widely distributed. Enterprise  time-to-market, and facilitates “crowd  puzzle, the enterprise video ecosystem,  video capture now originates from an  wisdom” via social sharing.",1,13,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
1.0,700,2014,May-2014,85,The Evolution of Enterprise Video Platforms:How Cloud Technologies will Change the Way Businesses Use Video VBRICK,48,"This trend is so pervasive that Bain & Company and Gartner project that software as a service (SaaS) and cloudbased business application services will grow to $32.2 billion in 2016, and IDC projects that cloud application revenues will reach  $67.3B in the same year. ",1,14,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,720,2014,May-2014,87,Video Platform Checklist: Top Capabilities Organizations should look for when selecting an enterprise video platform KALTURA,23,"Many enterprises are finding it hard  to navigate through rapidly evolving video technologies and applications to implement the solution that best suits their needs.This is further complicated by the need to integrate effectively into existing enterprise tools, infrastructure and portals.There are numerous types of solutions, best of breed  focused on different aspects of content capture, upload, transcoding, media management, publishing, syndication, streaming, access control, security, and analytics.There are comprehensive solutions also, which aim to simplify rich media management across the enterprise for both internal and external purposes.It can be daunting to identify the right solution for your business.If you are an organization looking to centralize a video implementation strategy, or expand certain capabilities, we recommend that you review the list of key features and capabilities we have assembled below.These should be part of your evaluation and decision process, and are essential for a long term video solution.",1,13,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,740,2014,May-2014,90,Video Platform Checklist: Top Capabilities Organizations should look for when selecting an enterprise video platform KALTURA,23,"Kaltura has been working with hundreds of enterprises around the world, helping them navigate the multitude of options for addressing these requirements. The points above demonstrate some of the core capabilities to consider, however a long list of specific features and functionalities should be checked as well—specific transcoding methodologies, delivery protocols, video player functionality and many more. Kaltura’s platform has been transforming the way millions of employees and customers engage and communicate, providing next-generation enterprise video technology that is more interactive and social. For more information, and to consult with our team of video experts regarding your specific needs, contact us at http://corp.kaltura.com/company/contact-us",1,"1,5",0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,840,2014,May-2014,99,From OVP to EVP: How companies like uStudio are defining the future of the video-centric enterprise USTUDIO,37,"Pervasive Simplicity Apple products continue to remind us that ease of use and an elegant UI are key to mass adoption and, ultimately, productivity gains. Every aspect of your EVP, from the end user UX to the REST APIs, must be carefully designed and architected in a way that provides simplicity for application users and developers alike. ",1,18,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
1.0,100,2014,January-February-2014,18,Football Scores for Online Video Advertising TROY DREIER,38,"Do advertisers see value in advertising on multiple screens? Are smartphone and tablet viewers as important as TV viewers? Tran: Yes, advertisers are definitely starting to understand that capturing an NFL fan cannot only be done with one screen. It has to be done with multiple screens. So, instead of buying the users, they’re looking to buy across screens to capture that larger audience. ",1,15,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,
0.0,120,2014,January-February-2014,22,Time for a Tuneup JAN OZER,43,"To enable even more precise targeting of playback capabilities, levels set maximums for parameters such as resolution and data rate within each profile. This is shown in Table 1, which shows the profiles and levels supported by all video-capable Apple devices. In the first column, you can see that the original iPod, through version 5g, could only play video encoded using the Baseline profile to Level 1.3, which meant 320x240 resolution at 30 fps at a maximum data rate of 768 kbps. In contrast, as with computers and OTT devices, the newest Apple devices can play pretty much any file you would care to throw at it. ",1,5,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,160,2014,January-February-2014,28,Cloudy Skies Ahead for the Enterprise TIM SIGLIN.,64,"Many of these devices are now being used to consume internal-facing video communications, requiring—at a minimum—the need for sandboxing of corporate content on an employee device. In addition, there are three primary streaming security factors to consider when using the cloud for streaming content: user authentication, asset security, and streaming security.",1,14,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,180,2014,January-February-2014,31,Cloudy Skies Ahead for the Enterprise TIM SIGLIN.,64,"Ramp’s Wilde agrees with Khoo: “Be sure the video stream is encrypted from the CDN,” says Wilde. “Our company generates a unique one-time use URL for every stream request so the URL cannot be forwarded to anyone else.” ",1,"13,14",0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,220,2014,January-February-2014,34,Press Play: Video Players That Just Work ROBERT REINHARDT,57,"There’s no shortage of off-the-shelf (OTS) video players to deliver content online. Enter the term “video player” on the popular GitHub code repository site (github.com) and you’ll see more than 1,000 results. Despite this wide field of available players, it remains a challenge to find a video player that meets specific technical and business requirements. ",1,7,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,240,2014,January-February-2014,37,Press Play: Video Players That Just Work ROBERT REINHARDT,57,"For example, if you’re only offering promotional video content, or any type of video content that can be freely distributed (e.g., product support videos, informational content), you’re encoding all of your content with a single high-quality bitrate AVC/H.264 MP4 preset, and you’re hosting all of your content on a web server or Amazon AWS S3, you’ll likely have a wide range of OTS players to use. Every player discussed at the end of this article will work in this scenario.",1,5,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,340,2014,January-February-2014,54,Telestream’s Wirecast 5 JAN OZER,215,"In a live environment, the video streams are being encoded as and when the frames are ingested. Prediction of encoding parameters is required to efficiently encode such streams. Often these kind of streams are of sports events or live performances that require fast frame rates. Bitrates can fluctuate depending on the incoming frame characteristics. RiverSilica’s PIXABIT™ controls and regulates the bit rate of encoded streams. The psychovisual quality control module in PIXABIT™ spends bits by intelligently monitoring the texture of the video. Characteristics such as scene change, fade effect, dissolve effect, complete black frame, complete white frame, and normal frame are monitored. SAND™ computes the values for these parameters and passes them on to PIXABIT™ for modelling. PIXABIT™ applies stochastic processes on parameter distributions to predict the next frame parameters. Any variation in the actual parameters from predicted values is fed back into the PIXABIT™ module to fine tune the bitrate dynamically. In our labs, a fastmoving, 20-second “touchdown” video was encoded at 3Mbps and the bitrate of the output was measured every second. On an average, 2.972Mbps was achieved with a -0.93% variation (Figure 2). With such tight control over bitrate, PIXABIT™ is well-suited for live video transcoding environments where network bandwidth provisioning is of prime importance. Infrastructure providers can now plan to have to use less extra bandwidth to handle bitrate variations for live videos. Likewise, for consumers, constant bitrate will ensure that their data usage is predictable.",1,5,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,380,2014,January-February-2014,62,Telestream’s Wirecast 5 JAN OZER,215,"While past experience is no guarantee of future performance, there have been over 1 billion DivX software downloads to date, with over 4.5 million downloads of DivX 10 in one month after launch. HEVC has garnered considerable interest in the early adopter community; a feature that halves disk space requirements on DVRs, computers, tablets and smartphones helped generate enthusiasm for this update, which will result in considerable DivX HEVC content for playback.",1,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,400,2014,January-February-2014,65,Telestream’s Wirecast 5 JAN OZER,215,"MINIMIZE THE HEVC COMPATIBILITY RISK As with any new compression standard, there will be multiple suppliers of HEVC encoders and decoders embedded into systems, with no formal mechanism to enable playback compatibility among the various disparate systems. As a result, there will likely be many incompatibilities between HEVC-encoded content and HEVC software and hardware players, which viewers will appropriately find irritating if not infuriating.",1,5,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,420,2014,January-February-2014,68,Telestream’s Wirecast 5 JAN OZER,215,"Fortunately, an increasing amount of what people view today is pre-prepared content. In truth, with the exception of live sports events or news, traditional broadcast relies on large quantities of pre-prepared material, and VOD and “catch-up TV” operations are basically 100% pre-prepared. When repurposed for re-use on websites, some of these live use cases also transform into pre-prepared content. For example, a news broadcast will be cut up into its constituent stories before posting to the website, and sporting events may well be reduced to highlight packages. Freed of the constraints of live encoding, these use cases can take advantage of the advanced features of HEVC, use the full toolkit, and extract the maximum image quality (and revenue) from the source material.",1,"5,8",0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,440,2014,January-February-2014,71,Telestream’s Wirecast 5 JAN OZER,215,"1. Many manufacturers outsource development of their codecs to a third party that specializes in that technology. In fact, the majority of encoders rely on codecs created by a single vendor. While this approach can be cost-effective, it necessarily entails ceding control over development to a third party and accepting that the codec will be fundamentally similar to many competing products.",1,"5,8",0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,460,2014,January-February-2014,73,Telestream’s Wirecast 5 JAN OZER,215,"TIMING IS EVERYTHING Many users rely on timely video experiences.  Examples include the corporate presentation where the audience provides live feedback or asks questions; remote clinical collaboration in healthcare; remote manipulation of robots or unmanned vehicles; coordinated multisite events; telepresence-style interactive experiences; sporting events tied to wagering and gaming; or simply when you care that your live event is experienced by remote viewers in real time.  In such applications, latency rules, milliseconds matter, and jittery video with re-buffering is intolerable.",1,"12,17",0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,80,2015,May-June-2015,14,"Ad Blocking: It’s Not User Choice, It’s Stealing THE PRODUCER’S VIEW JAN OZER",8,"How effective are ad blockers? I installed Adblock Plus on Firefox and competitor Adblock on Chrome and tested 10 popular U.S. sites, including YouTube, CNN, ESPN, CBS, and CNET, using Safari without an ad blocker for comparison. Safari played a preroll ad on all 10 sites. On Firefox, Adblock Plus removed those ads on nine of 10 sites, with CBS displaying a banner that said the video wouldn’t play because the ads were blocked. With Chrome, nine of 10 videos (including CBS) did play without a preroll ad. ESPN didn’t play the video, though no message was displayed. Clearly, at 90% effectiveness, ad blockers represent an existential threat to any advertising-supported site. ",1,20,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,
